date,hfq_factor
2023-07-07,13.0964066610207010
2022-05-31,12.9784210154260000
2021-06-10,12.7581606065480000
2020-06-12,12.3057879183746000
2019-05-23,12.1248204489868000
2018-05-08,11.9652833378159010
2017-05-24,8.2774457286353000
2016-03-29,7.4218691464724990
2015-05-21,3.7018525013487000
2014-05-15,3.6887809882790000
2013-05-16,3.6640240688946000
2012-05-21,3.6457039485501000
2011-06-20,3.6310331077109000
2010-06-09,2.7753796596423000
2009-05-25,2.7647866075063000
2008-05-26,2.7543139309627000
2007-06-25,2.7462249032653000
2006-05-31,2.4924865111628000
2006-02-15,1.9172973162791000
2005-05-27,1.4748440894454000
2004-05-14,1.0305134090326000
2003-06-24,1.0196886883495000
2002-07-18,1.0088293838942000
2001-06-19,1.0027839643653000
2001-01-08,1.0000000000000000
1900-01-01,1.0000000000000000
