date,hfq_factor
2023-06-09,17.8891507485107000
2022-05-31,17.7182352954993970
2021-06-22,17.5410529425444000
2020-06-19,17.3781329461740980
2019-06-21,17.2296018953521000
2018-07-25,17.1538673815263000
2018-05-23,16.5809143212121980
2017-05-17,16.4980097496060980
2016-04-06,16.4344336041356000
2015-06-25,8.2000019623987010
2014-06-20,8.1849284293795000
2013-07-11,8.1467405828972000
2012-06-27,3.8717507558960000
2011-04-06,3.8543496289032000
2010-07-16,3.8381548825633000
2009-05-20,3.8181644925499000
2006-07-25,3.8080724278119000
2002-05-17,2.8207943909718000
2001-07-12,2.8023336946958000
1999-06-09,2.7782793282177000
1998-08-18,1.5434885156765000
1997-12-09,1.5299438227426000
1997-08-19,1.3494428935086000
1996-08-14,1.3280909489911000
1995-08-30,1.3125647058824000
1994-07-06,1.2336134453782000
1994-01-10,1.0000000000000000
1900-01-01,1.0000000000000000
