date,hfq_factor
2023-07-12,14.7467104620134020
2022-06-27,14.5031678679591010
2021-07-01,11.0399781013819020
2019-07-26,7.7938788651144995
2018-07-06,7.7760075505194000
2017-06-07,7.3880769724956990
2016-06-28,7.0552246625769000
2015-06-26,6.7367942123619000
2014-05-28,6.6572758670791000
2013-06-21,6.6006663784134000
2012-07-09,6.5639552194679000
2011-07-07,6.5111266060315000
2010-06-10,3.5882380002003000
2009-06-17,3.5651224927659000
2008-06-02,3.5573628549340000
2007-07-02,2.9644690457784000
2006-07-12,2.4613967299596000
2006-05-11,2.4361947156596000
2005-06-15,1.8456020573179000
2004-05-26,1.7503451769402000
2003-06-25,1.4292132997193000
2002-06-24,1.4221814999667000
2001-06-19,1.4135752579094000
1998-06-26,1.4059882720619000
1997-06-10,1.0000000000000000
1900-01-01,1.0000000000000000
