date,hfq_factor
2023-10-27,4.0496981235897000
2012-06-07,4.0380499027164000
2011-04-28,3.9960229884929000
2010-05-13,3.9715637812183000
2008-05-20,3.9507520932817000
2007-06-20,2.6338347288545000
2006-06-16,2.6314525154197000
2006-02-06,2.6224252340632000
2005-05-27,2.0095212521557000
2004-06-17,1.9972306022954000
2003-05-27,1.9888131553126000
2002-05-15,1.9832196183133000
2002-05-13,1.9374800765544000
2001-03-07,1.9308720271801000
2000-04-26,1.2000000000000000
1998-09-28,1.0000000000000000
1900-01-01,1.0000000000000000
