date,hfq_factor
2009-07-22,10788.2099755656900000
2002-07-01,8990.1749796380800000
2001-05-17,4994.5416553544880000
2001-02-14,4053.6439264655950000
2000-03-08,4017.3064809096300000
1999-05-05,2678.2043206064195000
1997-07-03,1575.4143062390694000
1996-07-15,1312.8452551992250000
1995-03-27,956.0206473758458000
1994-04-18,562.3650866916744000
1994-01-31,485.5958549222801000
1993-03-15,242.7979274611400000
1992-12-01,100.0000000000000000
1991-02-26,10.0000000000000000
1990-12-19,1.0000000000000000
1900-01-01,1.0000000000000000
