date,hfq_factor
2023-06-21,2.1036309638626000
2022-06-24,2.0838320842027000
2021-06-23,2.0625063172591000
2020-07-16,2.0388265661998000
2018-06-22,2.0222338779703000
2017-06-22,2.0014290026826000
2016-07-08,1.9834386296248000
2015-06-16,1.9699063972589000
2013-06-25,1.9603945363354000
2010-05-05,1.9492811886237000
2008-06-03,1.9219036438397000
2007-05-17,1.8921066881213000
2006-03-06,1.8815480570491000
2003-06-17,1.3937393015179000
2002-06-20,1.3908326502113000
2001-08-14,1.3822153475458000
2001-05-11,1.3315374304179000
2000-05-30,1.3147392290249000
1999-09-21,1.3000000000000000
1998-12-03,1.0000000000000000
1900-01-01,1.0000000000000000
