date,hfq_factor
2023-06-09,3.1670123940973000
2019-12-17,3.1229705023968000
2018-06-07,3.0586479565378000
2017-10-24,3.0251591102983000
2017-05-26,3.0087980550777000
2016-06-14,3.0048207939342000
2015-05-29,2.9994709646275000
2014-05-20,2.9946692501697000
2013-06-07,2.9860141367299000
2012-06-29,2.9791576174722000
2011-07-22,2.9617864360292000
2010-07-09,2.9511325279859000
2009-06-24,2.9215026833274000
2007-05-31,2.9052721128645000
2006-04-20,2.8847546544403000
2006-01-23,2.0807207470569000
2005-04-26,1.5527766769081000
2004-04-29,1.5333669684468000
2003-04-24,1.5224143472436000
2002-06-06,1.5140417660488000
2001-04-03,1.5040727667662000
2000-07-06,1.0000000000000000
1900-01-01,1.0000000000000000
