date,hfq_factor
2023-07-14,3.8462628898780000
2022-08-11,3.7967614369839000
2021-08-12,3.7441017776637000
2020-08-13,3.6890414574039000
2019-08-15,3.6037166890014000
2018-07-12,3.5213737001398000
2017-07-27,3.4399269614971000
2016-07-15,3.3847583215486000
2015-06-26,3.3458003720115000
2014-06-24,3.3207326742044000
2013-07-05,3.2795133392259000
2012-07-12,3.2100321244118000
2011-07-20,3.1570029593610000
2010-07-16,3.1061382500265000
2009-07-17,3.0528901657403000
2008-07-04,3.0045849415988000
2007-07-13,2.8688940087524000
2006-07-10,2.8040269294178000
2006-02-07,1.8126355312337000
2005-07-13,1.3426929860990000
2004-08-17,1.2928713539618000
2003-08-15,1.0569618317260000
2002-07-30,1.0367936554316000
2001-08-20,1.0232841130252000
2000-08-09,1.0075899241008000
1999-11-18,1.0000000000000000
1900-01-01,1.0000000000000000
