date,hfq_factor
2023-06-06,3.3419949963849000
2022-06-02,3.2708616935352000
2021-06-24,3.1965914461797000
2020-06-24,3.1547147023433000
2019-07-15,3.1011844754936000
2018-07-13,3.0542614641725000
2017-07-14,3.0258365087126000
2016-12-23,3.0005227621254000
2016-07-15,2.9836753575094000
2015-06-01,2.9595355892447000
2014-07-15,2.9434860470037000
2013-12-19,2.9334673742773000
2012-12-13,2.9097146020160000
2011-07-06,2.8505138980075000
2010-07-05,2.8049421330514000
2006-07-19,1.4024710665257000
2006-06-12,1.0956805207232000
2005-06-29,1.0744189323521000
2004-07-22,1.0460451929414000
2003-07-28,1.0243430105152000
2002-07-23,1.0106851037084000
2001-06-06,1.0000000000000000
1900-01-01,1.0000000000000000
